Users,Breed,Age,Training,Rating,Difficulty Level,Dog Response,Duration Preferences
1841,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1842,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1843,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1844,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1845,Dalmatian,6,Heel,2.1,Basic,Working on Tricks,Multiple Short Sessions per Day
1846,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1847,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1848,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1849,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1850,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1851,Aspin,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1852,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1853,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1854,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1855,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1856,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1857,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1858,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1859,Rottweiler,18,Off Leash Down Stay,5,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1860,Aspin,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1861,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1862,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1863,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1864,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1865,Dalmatian,6,Heel,2.1,Basic,Working on Tricks,Multiple Short Sessions per Day
1866,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1867,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1868,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1869,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1870,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1871,Aspin,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1872,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1873,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1874,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1875,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1876,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1877,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1878,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1879,Rottweiler,18,Off Leash Down Stay,5,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1880,Aspin,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1881,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1882,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1883,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1884,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1885,Dalmatian,6,Heel,2.1,Basic,Working on Tricks,Multiple Short Sessions per Day
1886,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1887,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1888,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1889,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1890,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1891,Aspin,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1892,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1893,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1894,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1895,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1896,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1897,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1898,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1899,Rottweiler,18,Off Leash Down Stay,5,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1900,Aspin,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1901,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1902,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1903,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1904,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1905,Dalmatian,6,Heel,2.1,Basic,Working on Tricks,Multiple Short Sessions per Day
1906,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1907,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1908,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1909,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1910,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1911,Aspin,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1912,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1913,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1914,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1915,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1916,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1917,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1918,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1919,Rottweiler,18,Off Leash Down Stay,5,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1920,Aspin,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1921,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1922,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1923,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1924,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1925,Dalmatian,6,Heel,2.1,Basic,Working on Tricks,Multiple Short Sessions per Day
1926,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1927,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1928,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1929,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1930,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1931,Aspin,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1932,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1933,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1934,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1935,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1936,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1937,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1938,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1939,Rottweiler,18,Off Leash Down Stay,5,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1940,Aspin,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1941,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1942,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1943,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1944,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1945,Dalmatian,6,Heel,2.1,Basic,Working on Tricks,Multiple Short Sessions per Day
1946,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1947,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1948,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1949,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1950,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1951,Aspin,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1952,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1953,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1954,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1955,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1956,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1957,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1958,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1959,Rottweiler,18,Off Leash Down Stay,5,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1960,Aspin,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1961,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1962,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1963,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1964,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1965,Dalmatian,6,Heel,2.1,Basic,Working on Tricks,Multiple Short Sessions per Day
1966,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1967,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1968,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1969,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1970,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1971,Aspin,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1972,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1973,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1974,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1975,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1976,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1977,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1978,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1979,Rottweiler,18,Off Leash Down Stay,5,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1980,Aspin,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1981,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1982,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1983,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1984,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1985,Dalmatian,6,Heel,2.1,Basic,Working on Tricks,Multiple Short Sessions per Day
1986,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1987,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1988,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1989,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1990,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1991,Aspin,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1992,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1993,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1994,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1995,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1996,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1997,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1998,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1999,Rottweiler,18,Off Leash Down Stay,5,Advanced,Focused but Distractible,Multiple Short Sessions per Day
2000,Aspin,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
2001,Poodle,22,Sit,3.9,Advanced,Quick Learner,Long Sessions
